Morph-lemma,Morph-inflection,Occurrence
多啲,多啲,209
盒,盒,209
厚,厚,208
同人,同人,208
混,混,208
做乜,做乜,207
勞,勞,207
拳,拳,207
皆,皆,207
邊度,邊度,207
關心,關心,207
好意思,好意思,207
填,填,206
星期日,星期日,206
lu,lu,206
控制,控制,205
甜,甜,205
操,操,204
汗,汗,204
營,營,204
秦,秦,204
遮,遮,204
織,織,204
了解,了解,203
建築,建築,203
賭,賭,203
嘻,嘻,203
兼,兼,202
宮,宮,202
楊,楊,202
行動,行動,202
幅,幅,201
感受,感受,201
的士,的士,201
緣,緣,201
還是,還是,201
女朋友,女朋友,201
尚,尚,200
涉,涉,200
哲學,哲學,200
固,固,200
講嘢,講嘢,200
阿頭,阿頭,200
捨,捨,199
目的,目的,199
計劃,計劃,199
講法,講法,199
悔,悔,199
事件,事件,198
好多時,好多時,198
葉,葉,198
逃,逃,198
鼻,鼻,198
su,su,198
法律,法律,198
本土,本土,198
大叫,大叫,198
無理,無理,198
好少,好少,197
市民,市民,197
挑,挑,197
鳥,鳥,197
符,符,197
啡,啡,197
又再,又再,197
健,健,196
序,序,196
梯,梯,196
訴,訴,196
pro,pro,196
語氣,語氣,196
甘,甘,196
辭,辭,196
人人,人人,195
水上,水上,195
經驗,經驗,195
兄弟,兄弟,195
凍,凍,194
經歷,經歷,194
瘋,瘋,194
冇乜,冇乜,193
又話,又話,193
表示,表示,193
隱,隱,193
思考,思考,193
周圍,周圍,193
抹,抹,193
就是,就是,193
jam,jam,193
一口氣,一口氣,192
午,午,192
嘉,嘉,192
堅持,堅持,192
奮,奮,192
完成,完成,192
有機,有機,192
欲,欲,192
綠,綠,192
作者,作者,192
眼神,眼神,192
只好,只好,191
諸,諸,191
豪,豪,191
孩,孩,191
刺,刺,190
寧,寧,190
岸,岸,190
幾好,幾好,190
日子,日子,190
灘,灘,190
訪,訪,190
身份,身份,190
con,con,190
身上,身上,190
水生,水生,190
佈,佈,189
兜,兜,189
匯,匯,189
拒,拒,189
衛,衛,189
會話,會話,189
他們,他們,189
印象,印象,188
困,困,188
洞,洞,188
習慣,習慣,188
碟,碟,188
含,含,188
丁,丁,187
夕,夕,187
束,束,187
罩,罩,187
舟,舟,187
附近,附近,187
現在,現在,187
郎,郎,187
每日,每日,187
拍拖,拍拖,187
動作,動作,186
基本上,基本上,186
屍,屍,186
康,康,186
拆,拆,186
佳,佳,186
這個,這個,186
嗚,嗚,185
徑,徑,185
懷疑,懷疑,185
疊,疊,185
盛,盛,185
回答,回答,185
呵,呵,185
留言,留言,184
積,積,184
薄,薄,184
粹,粹,184
竇,竇,184
煮,煮,184
你呢,你呢,184
不要,不要,184
形容,形容,183
掃,掃,183
旅程,旅程,183
策,策,183
虎,虎,183
泛,泛,183
做人,做人,183
差佬,差佬,183
內容,內容,182
州,州,182
幣,幣,182
折,折,182
朗,朗,182
踢,踢,182
鎖,鎖,182
pi,pi,182
啤,啤,182
主要,主要,181
凡,凡,181
娘,娘,181
揚,揚,181
程度,程度,181
距離,距離,181
考慮,考慮,181
消失,消失,181
組織,組織,181
人工,人工,180
民族,民族,180
跡,跡,180
韓,韓,180
有錢,有錢,180
英國,英國,180
高登,高登,180
串,串,179
傳統,傳統,179
咪又,咪又,179
大部份,大部份,179
最終,最終,179
江,江,179
蛇,蛇,179
餐廳,餐廳,179
委,委,179
黑色,黑色,179
莊,莊,178
輯,輯,178
表情,表情,178
地球,地球,178
一百,一百,177
上去,上去,177
怖,怖,177
托,托,177
珠,珠,177
誰,誰,177
麥,麥,177
好睇,好睇,177
少女,少女,177
只得,只得,176
喝,喝,176
噴,噴,176
遇到,遇到,176
針,針,176
擁,擁,176
憎,憎,176
下面,下面,175
劍,劍,175
夏,夏,175
徵,徵,175
浮,浮,175
老人,老人,175
省,省,175
拋,拋,175
快樂,快樂,175
一半,一半,174
染,染,174
珍,珍,174
媒,媒,174
失去,失去,174
韻,韻,174
一世,一世,173
剛,剛,173
恨,恨,173
末,末,173
緒,緒,173
嗯,嗯,173
往往,往往,173
城市,城市,173
頭髮,頭髮,173
司機,司機,173
家庭,家庭,173
個位,個位,172
怎,怎,172
有所,有所,172
眉,眉,172
載,載,172
雷,雷,172
夜晚,夜晚,172
欣賞,欣賞,172
猶,猶,172
作出,作出,171
制度,制度,171
咯,咯,171
幾耐,幾耐,171
恐怖,恐怖,171
意識,意識,171
甩,甩,171
癲,癲,171
發出,發出,171
算啦,算啦,171
隔離,隔離,171
聽過,聽過,171
賤,賤,171
下次,下次,170
伴,伴,170
倫,倫,170
天下,天下,170
怨,怨,170
碎,碎,170
蠢,蠢,170
麗,麗,170
西班牙文,西班牙文,170
眼前,眼前,170
唔好意思,唔好意思,170
劉,劉,170
伏,伏,169
恩,恩,169
意見,意見,169
教練,教練,169
生意,生意,169
背景,背景,169
早已,早已,169
扭,扭,169
抬,抬,169
唔見,唔見,168
屈,屈,168
縮,縮,168
資料,資料,168
賺,賺,168
逼,逼,168
哼,哼,168
歡迎,歡迎,168
生日,生日,168
出面,出面,167
搬,搬,167
標準,標準,167
着,着,167
碼頭,碼頭,167
立法,立法,167
合理,合理,167
到底,到底,166
摩,摩,166
簽,簽,166
維持,維持,166
證明,證明,166
man,man,166
重新,重新,166
錫,錫,166
阿爸,阿爸,166
之餘,之餘,165
就真,就真,165
掉,掉,165
污,污,165
稍,稍,165
潛,潛,165
無意,無意,165
人口,人口,165
細個,細個,165
家長,家長,165
保護,保護,164
角度,角度,164
等於,等於,164
在於,在於,164
老豆,老豆,164
老實,老實,164
好奇,好奇,164
講下,講下,164
唔該,唔該,164
理論,理論,163
裙,裙,163
白色,白色,163
認同,認同,163
小學,小學,163
這樣,這樣,163
塞,塞,162
燈塔,燈塔,162
發表,發表,162
空間,空間,162
藏,藏,162
負責,負責,162
過程,過程,162
臭,臭,162
至少,至少,162
狠,狠,162
上下,上下,161
先知,先知,161
安全,安全,161
手機,手機,161
榮,榮,161
餅,餅,161
直頭,直頭,161
居然,居然,161
老竇,老竇,161
左右,左右,160
教堂,教堂,160
聽日,聽日,160
艇,艇,160
bi,bi,160
一方面,一方面,160
儲,儲,159
審,審,159
巴士,巴士,159
歉,歉,159
毫無,毫無,159
生產,生產,159
疫,疫,159
祈,祈,159
人家,人家,159
互相,互相,159
因此,因此,159
革,革,159
以下,以下,158
塘,塘,158
憑,憑,158
秋,秋,158
胡,胡,158
屬於,屬於,158
概念,概念,158
豐,豐,158
時期,時期,158
鎮,鎮,158
原本,原本,158
糖,糖,158
之類,之類,158
性格,性格,158
授,授,157
揸,揸,157
方向,方向,157
映,映,157
得閒,得閒,157
媽媽,媽媽,157
轟,轟,157
飛機,飛機,157
使用,使用,156
儀,儀,156
實際,實際,156
必然,必然,156
悉,悉,156
相對,相對,156
確係,確係,156
點算,點算,156
科學,科學,156
英雄,英雄,156
柴,柴,155
爲,爲,155
舒,舒,155
麻煩,麻煩,155
方式,方式,155
出來,出來,155
文青,文青,155
選舉,選舉,155
做法,做法,154
枱,枱,154
無奈,無奈,154
爽,爽,154
系統,系統,154
充滿,充滿,154
粗口,粗口,154
咖啡,咖啡,154
閉路電視,閉路電視,154
出發,出發,153
力量,力量,153
回應,回應,153
孤,孤,153
根據,根據,153
滯,滯,153
辯,辯,153
額,額,153
描,描,153
好似係,好似係,153
感到,感到,153
有心,有心,152
無謂,無謂,152
目標,目標,152
複雜,複雜,152
認識,認識,152
獻,獻,152
純粹,純粹,152
wor,wor,152
吞,吞,152
偶,偶,151
克,克,151
旅行,旅行,151
爺,爺,151
納,納,151
踏,踏,151
頭先,頭先,151
愛情,愛情,151
學識,學識,151
幸福,幸福,151
pm,pm,151
毒男,毒男,151
孫,孫,150
尤其是,尤其是,150
檔,檔,150
求其,求其,150
獲,獲,150
磨,磨,150
詳,詳,150
角色,角色,150
慰,慰,150
學習,學習,150
仔女,仔女,150
坐低,坐低,149
外國,外國,149
更新,更新,149
足夠,足夠,149
各種,各種,149
動物,動物,148
嗱,嗱,148
大量,大量,148
安排,安排,148
滑,滑,148
難以,難以,148
咦,咦,148
管理,管理,148
獨立,獨立,148
一生,一生,148
有用,有用,148
你們,你們,148
今年,今年,147
后,后,147
咪又係,咪又係,147
寒,寒,147
延,延,147
放心,放心,147
方便,方便,147
滾,滾,147
睇住,睇住,147
績,績,147
頸,頸,147
厭,厭,147
享受,享受,146
位置,位置,146
嚴重,嚴重,146
掛住,掛住,146
泥,泥,146
潭,潭,146
輩,輩,146
分享,分享,146
觀察,觀察,146
未來,未來,146
節目,節目,146
初戀,初戀,146
再次,再次,145
啖,啖,145
小時,小時,145
漏,漏,145
翼,翼,145
變化,變化,145
頓,頓,145
追求,追求,145
唔單止,唔單止,145
日常,日常,145
督,督,145
掩,掩,145
醜,醜,145
阻止,阻止,145
暖,暖,144
進入,進入,144
陷,陷,144
均,均,144
家人,家人,144
思想,思想,144
溝通,溝通,144
父母,父母,144
恥,恥,144
笑容,笑容,144
男仔,男仔,144
小姐,小姐,144
反對,反對,143
戶,戶,143
放低,放低,143
難得,難得,143
泰,泰,143
對唔住,對唔住,143
檯,檯,143
不得,不得,142
仙,仙,142
宇,宇,142
攬,攬,142
數字,數字,142
輕輕,輕輕,142
正如,正如,142
批評,批評,142
滿足,滿足,142
人情,人情,142
屋企人,屋企人,142
股票,股票,142
廈,廈,141
經常,經常,141
罰,罰,141
話題,話題,141
不論,不論,141
情感,情感,141
接觸,接觸,141
冷靜,冷靜,141
鼠,鼠,141
極之,極之,141
上次,上次,140
天氣,天氣,140
幫手,幫手,140
扯,扯,140
抄,抄,140
撥,撥,140
晨,晨,140
本人,本人,140
相反,相反,140
知識,知識,140
進行,進行,140
膊,膊,140
畫面,畫面,140
暫時,暫時,140
潔,潔,140
自殺,自殺,140
一場,一場,139
做嘢,做嘢,139
啟,啟,139
戒,戒,139
斬,斬,139
罷,罷,139
喪,喪,139
牽,牽,139
圖書,圖書,139
爸爸,爸爸,139
聰,聰,139
琴,琴,139
冰,冰,138
嗌,嗌,138
捱,捱,138
昏,昏,138
睇落,睇落,138
背後,背後,138
資源,資源,138
趁,趁,138
農,農,138
哭,哭,138
如同,如同,138
必須,必須,138
億,億,138
徹,徹,138
出街,出街,138
滴,滴,138
男朋友,男朋友,138
劈,劈,137
吉,吉,137
嫌,嫌,137
巨,巨,137
檢,檢,137
池,池,137
年輕,年輕,137
收到,收到,137
議員,議員,137
倍,倍,136
口罩,口罩,136
忌,忌,136
振,振,136
整個,整個,136
猛,猛,136
甲,甲,136
痕,痕,136
襲,襲,136
誌,誌,136
闊,闊,136
條件,條件,136
好食,好食,136
扶,扶,136
吐,吐,136
間房,間房,136
開口,開口,136
上司,上司,136
慳,慳,135
赤柱,赤柱,135
傑,傑,135
註,註,135
透過,透過,135
拼,拼,135
淫,淫,135
願意,願意,135
辦公,辦公,135
偏偏,偏偏,135
考試,考試,135
一面,一面,134
嘔,嘔,134
租,租,134
聊,聊,134
自動,自動,134
外語,外語,134
只是,只是,134
否則,否則,133
年青,年青,133
意外,意外,133
技術,技術,133
比起,比起,133
貢,貢,133
遲到,遲到,133
頁,頁,133
星期三,星期三,133
fu,fu,133
雅,雅,133
後悔,後悔,133
那麼,那麼,133
公開,公開,132
奧,奧,132
惑,惑,132
盲,盲,132
直到,直到,132
簡直,簡直,132
賴,賴,132
粵文,粵文,132
勸,勸,132
付出,付出,132
瘋狂,瘋狂,132
大廈,大廈,132
幼,幼,131
提出,提出,131
柔,柔,131
正式,正式,131
理想,理想,131
矛,矛,131
設計,設計,131
遍,遍,131
立即,立即,131
諗法,諗法,131
紅色,紅色,131
偽,偽,131
一手,一手,131
呼吸,呼吸,130
邪,邪,130
雀,雀,130
食物,食物,130
交易,交易,130
有趣,有趣,130
偉大,偉大,130
靚仔,靚仔,130
情人,情人,130
即時,即時,129
流行,流行,129
玉,玉,129
踩,踩,129
鹹,鹹,129
牲,牲,129
現代,現代,129
好話,好話,129
無限,無限,129
報紙,報紙,129
攤,攤,128
沿,沿,128
癮,癮,128
為人,為人,128
撐,撐,128
犧牲,犧牲,128
除非,除非,128
玲,玲,128
咁啱,咁啱,127
截,截,127
敏,敏,127
毀,毀,127
睇過,睇過,127
衡,衡,127
貪,貪,127
迴,迴,127
霧,霧,127
項,項,127
顏,顏,127
駁,駁,127
必要,必要,127
書館,書館,127
掟,掟,127
廚,廚,127
啦啦,啦啦,127
危險,危險,126
塵,塵,126
好清,好清,126
替,替,126
有意,有意,126
避免,避免,126
飽,飽,126
大人,大人,126
圖書館,圖書館,126
中年,中年,126
口語,口語,126
都叫,都叫,126
咁解,咁解,126
兇,兇,126
一眼,一眼,125
仔細,仔細,125
哀,哀,125
姑,姑,125
幹,幹,125
攝,攝,125
蓋,蓋,125
誕,誕,125
真實,真實,125
痛苦,痛苦,125
本地,本地,125
就快,就快,125
記者,記者,125
憐,憐,125
觀眾,觀眾,125
立法會,立法會,125
你老母,你老母,125
人嚟,人嚟,124
判斷,判斷,124
利用,利用,124
坊,坊,124
提供,提供,124
湯,湯,124
炮,炮,124
累,累,124
網絡,網絡,124
緊張,緊張,124
耳環,耳環,124
廂,廂,124
瓜,瓜,124
快啲,快啲,124
自我,自我,124
聰明,聰明,124
抑,抑,124
啪,啪,124
唶,唶,124
喜歡,喜歡,124
凌,凌,123
千祈,千祈,123
建議,建議,123
旗,旗,123
烏,烏,123
獨木舟,獨木舟,123
蝕,蝕,123
襯,襯,123
庸,庸,123
卷,卷,123
為之,為之,123
鍵,鍵,123
mon,mon,123
CLS,CLS,123
噉樣,噉樣,123
辦公室,辦公室,123
半島,半島,122
大部分,大部分,122
篤,篤,122
逆,逆,122
妻,妻,122
係啦,係啦,122
膚,膚,122
無啦啦,無啦啦,122
再見,再見,121
埋去,埋去,121
墨,墨,121
悟,悟,121
態度,態度,121
櫃,櫃,121
渡,渡,121
署,署,121
腿,腿,121
干,干,121
反映,反映,121
大大力,大大力,121
迅,迅,121
輔,輔,121
唔好話,唔好話,121
台灣,台灣,121
唔似,唔似,120
幻想,幻想,120
盾,盾,120
砌,砌,120
鴨,鴨,120
宗教,宗教,120
書寫,書寫,120
年紀,年紀,120
橙,橙,120
爆炸,爆炸,120
搞錯,搞錯,120
不同,不同,119
勉,勉,119
咳,咳,119
唔知幾,唔知幾,119
壇,壇,119
大個,大個,119
大眾,大眾,119
提醒,提醒,119
暑,暑,119
曼,曼,119
狀態,狀態,119
紀念,紀念,119
肺,肺,119
舊時,舊時,119
極度,極度,119
敬請,敬請,119
亮,亮,119
懂,懂,119
些少,些少,118
天文,天文,118
扣,扣,118
泡,泡,118
警方,警方,118
諒,諒,118
落地,落地,118
全世界,全世界,118
語法,語法,118
箱,箱,118
唔要,唔要,118
參加,參加,117
吸引,吸引,117
拗,拗,117
況且,況且,117
理性,理性,117
can,can,117
腸,腸,117
日更,日更,117
同意,同意,117
人心,人心,117
語文,語文,117
直至,直至,117
講真,講真,117
乃,乃,116
對面,對面,116
急急,急急,116
獄,獄,116
獎,獎,116
糊,糊,116
誇,誇,116
開頭,開頭,116
障,障,116
騎,騎,116
繁,繁,116
產生,產生,116
歌詞,歌詞,116
打機,打機,116
超級,超級,116
人大,人大,116
天真,天真,116
徐,徐,116
突然之間,突然之間,116
坦白,坦白,116
不足,不足,115
何人,何人,115
冠,冠,115
升降,升降,115
咀,咀,115
唔掂,唔掂,115
浪費,浪費,115
現場,現場,115
谷,谷,115
熟悉,熟悉,115
追po,追po,115
gen,gen,115
契,契,115
尊重,尊重,115
事實上,事實上,114
天后,天后,114
奉,奉,114
婦,婦,114
季,季,114
宿,宿,114
尿,尿,114
心態,心態,114
心理,心理,114
擾,擾,114
結束,結束,114
緩,緩,114
腰,腰,114
興奮,興奮,114
蘇,蘇,114
百萬,百萬,114
超過,超過,114
姿,姿,114
留低,留低,114
杜,杜,114
神秘,神秘,114
為甚麼,為甚麼,114
升降機,升降機,113
地區,地區,113
太陽,太陽,113
失望,失望,113
忘記,忘記,113
損,損,113
服務,服務,113
特首,特首,113
用嚟,用嚟,113
記憶,記憶,113
謀,謀,113
中外,中外,113
出名,出名,113
勵,勵,113
關於,關於,113
曆,曆,113
乖,乖,113
飲酒,飲酒,113
幾咁,幾咁,113
男友,男友,113
仇,仇,112
吊,吊,112
喉,喉,112
寄,寄,112
嶼,嶼,112
爐,爐,112
荒,荒,112
違,違,112
強調,強調,112
乏,乏,112
割,割,112
正當,正當,112
聲線,聲線,112
協,協,112
旨,旨,112
對話,對話,112
伙,伙,112
點頭,點頭,112
上網,上網,111
僅,僅,111
公園,公園,111
出事,出事,111
姓,姓,111
懼,懼,111
會議,會議,111
浸,浸,111
竹,竹,111
齋,齋,111
雕,雕,111
譬如,譬如,111
無關,無關,111
瘦,瘦,111
叫人,叫人,111
賓,賓,111
劣,劣,110
原則,原則,110
叉,叉,110
嗰時,嗰時,110
多少,多少,110
承認,承認,110
旺,旺,110
菲,菲,110
裂,裂,110
空氣,空氣,110
主流,主流,110
換句話說,換句話說,110
症,症,110
男女,男女,110
侶,侶,110
消息,消息,110
吾,吾,110
貫,貫,110
哩,哩,110
想問,想問,110
死人,死人,110
行開,行開,110
平平,平平,109
恭,恭,109
打電話,打電話,109
突然間,突然間,109
遞,遞,109
顯示,顯示,109
蝦,蝦,109
進一步,進一步,109
玻璃,玻璃,109
情緒,情緒,109
果真,果真,109
建立,建立,109
細聲,細聲,109
一絲,一絲,109
哎,哎,109
好笑,好笑,109
一一,一一,108
地位,地位,108
壓力,壓力,108
抖,抖,108
照顧,照顧,108
種種,種種,108
糧,糧,108
脈,脈,108
道德,道德,108
模式,模式,108
今時今日,今時今日,108
假設,假設,108
畢竟,畢竟,108
糕,糕,108
低頭,低頭,108
一向,一向,107
入嚟,入嚟,107
功課,功課,107
孔,孔,107
年青人,年青人,107
廉,廉,107
援,援,107
有些,有些,107
為止,為止,107
箭,箭,107
舖,舖,107
近年,近年,107
鄭,鄭,107
真心,真心,107
成本,成本,107
美好,美好,107
以外,以外,107
表演,表演,107
蟲,蟲,107
閂,閂,107
強國,強國,107
扑,扑,107
識到,識到,107
膊頭,膊頭,107
靈魂,靈魂,107
靚女,靚女,107
偈,偈,107
道歉,道歉,107
激動,激動,107
不停,不停,106
之際,之際,106
京,京,106
參與,參與,106
唔係呀,唔係呀,106
壯,壯,106
崩,崩,106
廠,廠,106
得多,得多,106
忽然間,忽然間,106
扎,扎,106
掣,掣,106
搞掂,搞掂,106
擦,擦,106
舒服,舒服,106
訂,訂,106
費事,費事,106
飄,飄,106
騰,騰,106
學術,學術,106
然而,然而,106
相關,相關,106
戚,戚,106
les,les,106
期望,期望,106
報告,報告,106
一本,一本,106
眼鏡,眼鏡,106
出世,出世,105
專業,專業,105
戇,戇,105
採,採,105
注意,注意,105
盡量,盡量,105
陶,陶,105
創作,創作,105
各自,各自,105
睇得出,睇得出,105
跪,跪,105
書面,書面,105
蘋果,蘋果,105
拒絕,拒絕,105
嬌,嬌,105
子女,子女,105
丹,丹,104
人事,人事,104
寺,寺,104
巾,巾,104
憂,憂,104
手指,手指,104
投票,投票,104
晝,晝,104
特色,特色,104
矛盾,矛盾,104
窿,窿,104
資訊,資訊,104
質素,質素,104
餓,餓,104
人性,人性,104
勾,勾,104
匪,匪,104
仗,仗,104
崇,崇,104
教授,教授,104
科技,科技,104
漢字,漢字,104
唇,唇,104
介意,介意,104
這些,這些,104
咁上下,咁上下,103
唔錯,唔錯,103
敲,敲,103
濃,濃,103
無聊,無聊,103
頻,頻,103
利益,利益,103
眼淚,眼淚,103
煲,煲,103
彼,彼,103
加入,加入,103
捕,捕,103
安慰,安慰,103
糟,糟,103
輝,輝,103
花生,花生,103
冷氣,冷氣,103
匆,匆,102
和平,和平,102
塑,塑,102
壁,壁,102
完美,完美,102
權力,權力,102
湖,湖,102
禮拜,禮拜,102
郊,郊,102
酸,酸,102
並非,並非,102
講笑,講笑,102
交流,交流,102
微笑,微笑,102
歐洲,歐洲,102
正確,正確,102
擠,擠,102
示威,示威,102
律師,律師,102
太子,太子,102
無比,無比,102
中環,中環,101
保持,保持,101
冬,冬,101
心機,心機,101
成績,成績,101
梓,梓,101
等同,等同,101
結局,結局,101
學家,學家,101
定義,定義,101
製造,製造,101
全身,全身,101
臂,臂,101
有事,有事,101
粥,粥,101
任務,任務,101
泛民,泛民,101
乘客,乘客,101
大多,大多,100
自從,自從,100
訓練,訓練,100
評論,評論,100
講話,講話,100
建制,建制,100
指出,指出,100
關鍵,關鍵,100
基督,基督,100
穆,穆,100
殖,殖,100
鋼,鋼,100
秘書,秘書,100
上天,上天,99
主動,主動,99
回憶,回憶,99
帽,帽,99
紛,紛,99
類似,類似,99
足以,足以,99
over,over,99
保留,保留,99
競,競,99
讀者,讀者,99
重點,重點,99
del,del,99
綁,綁,99
斥,斥,99
熄,熄,99
禮物,禮物,99
移民,移民,99
左膠,左膠,99
大叔,大叔,99
加埋,加埋,98
域,域,98
廊,廊,98
慌,慌,98
擴,擴,98
獅,獅,98
訪問,訪問,98
譜,譜,98
以至,以至,98
表面,表面,98
掙,掙,98
梳,梳,98
妖,妖,98
開門,開門,98
cc,cc,98
OL,OL,98
中共,中共,98
亂咁,亂咁,98
四周,四周,98
母語,母語,98
事發,事發,97
匯報,匯報,97
奔,奔,97
專家,專家,97
循,循,97
欠,欠,97
死亡,死亡,97
湧,湧,97
漁,漁,97
災,災,97
縱,縱,97
繞,繞,97
資格,資格,97
通通,通通,97
邏輯,邏輯,97
銅,銅,97
風格,風格,97
鳴,鳴,97
曉,曉,97
植,植,97
耶,耶,97
娛,娛,97
手上,手上,97
文明,文明,97
